Student_Name,Semester,Attendance,Assignment,Tutorial,Incourse,Final,GPA,Total_Marks,Risk_Status
Karim Uddin,3rd Year - Sem 1,17,6,10,20,31,2.5,67,Medium Risk
Karim Uddin,4th Year - Sem 2,20,8,14,25,45,3.5,92,Safe
Nadia Islam,4th Year - Sem 2,24,8,20,38,59,4.0,125,Safe
Nadia Islam,1st Year - Sem 2,12,6,12,23,38,3.0,79,Safe
Tashin Tuhin,1st Year - Sem 2,11,1,8,1,15,0.0,25,High Risk
Nadia Islam,1st Year - Sem 2,20,8,14,28,45,3.5,95,Safe
Tashin Tuhin,3rd Year - Sem 1,20,7,11,22,45,3.25,85,Safe
Ahad Ali,3rd Year - Sem 1,17,6,15,26,37,3.0,84,Safe
Shibay Yadav,1st Year - Sem 2,13,8,13,25,43,3.25,89,Safe
Shibay Yadav,1st Year - Sem 1,22,8,19,32,54,4.0,113,Safe
Rakib Hasan,3rd Year - Sem 2,24,9,18,34,55,4.0,116,Safe
Ahad Ali,2nd Year - Sem 1,12,8,13,29,41,3.5,91,Safe
Nadia Islam,1st Year - Sem 2,4,4,10,0,11,0.0,25,High Risk
Nadia Islam,4th Year - Sem 1,24,10,18,37,54,4.0,119,Safe
Rakib Hasan,3rd Year - Sem 2,22,10,16,36,47,4.0,109,Safe
Rakib Hasan,3rd Year - Sem 1,22,10,16,37,50,4.0,113,Safe
Karim Uddin,3rd Year - Sem 1,4,0,9,15,23,0.0,47,High Risk
Karim Uddin,2nd Year - Sem 1,22,10,20,34,53,4.0,117,Safe
Karim Uddin,3rd Year - Sem 1,18,6,13,28,32,3.0,79,Safe
Shibay Yadav,2nd Year - Sem 1,1,5,0,0,29,0.0,34,High Risk
Karim Uddin,2nd Year - Sem 2,24,8,18,30,51,4.0,107,Safe
Nadia Islam,1st Year - Sem 1,11,1,8,14,22,0.0,45,High Risk
Rakib Hasan,4th Year - Sem 1,12,3,5,8,6,0.0,22,High Risk
Shibay Yadav,3rd Year - Sem 1,22,9,17,38,46,4.0,110,Safe
Nadia Islam,4th Year - Sem 2,13,7,13,29,37,3.25,86,Safe
Shibay Yadav,3rd Year - Sem 1,22,10,15,31,55,4.0,111,Safe
Rakib Hasan,2nd Year - Sem 1,17,6,11,24,38,3.0,79,Safe
Shibay Yadav,4th Year - Sem 2,3,5,1,10,26,0.0,42,High Risk
Karim Uddin,2nd Year - Sem 2,12,5,4,17,26,2.0,52,High Risk
Nadia Islam,3rd Year - Sem 1,19,5,15,26,30,2.75,76,Medium Risk
Nadia Islam,1st Year - Sem 2,21,9,18,38,51,4.0,116,Safe
Ahad Ali,3rd Year - Sem 2,21,8,18,33,47,4.0,106,Safe
Ahad Ali,3rd Year - Sem 1,8,5,2,8,7,0.0,22,High Risk
Rakib Hasan,1st Year - Sem 2,21,9,20,30,54,4.0,113,Safe
Tashin Tuhin,2nd Year - Sem 2,18,5,11,20,38,2.75,74,Medium Risk
Nadia Islam,4th Year - Sem 2,4,5,10,9,9,0.0,33,High Risk
Karim Uddin,3rd Year - Sem 1,19,7,12,21,30,2.5,70,Medium Risk
Rakib Hasan,3rd Year - Sem 1,21,10,15,36,57,4.0,118,Safe
Shibay Yadav,2nd Year - Sem 2,20,7,14,27,32,3.0,80,Safe
Ahad Ali,4th Year - Sem 2,23,9,16,38,50,4.0,113,Safe
Ahad Ali,2nd Year - Sem 2,3,2,8,4,13,0.0,27,High Risk
Rakib Hasan,1st Year - Sem 2,2,1,3,4,25,0.0,33,High Risk
Tashin Tuhin,1st Year - Sem 2,20,8,20,32,55,4.0,115,Safe
Ahad Ali,3rd Year - Sem 2,20,10,15,34,47,4.0,106,Safe
Rakib Hasan,2nd Year - Sem 2,22,10,19,30,58,4.0,117,Safe
Tashin Tuhin,1st Year - Sem 1,14,8,14,24,36,3.0,82,Safe
Tashin Tuhin,3rd Year - Sem 2,21,10,19,37,49,4.0,115,Safe
Nadia Islam,2nd Year - Sem 2,0,3,8,19,15,0.0,45,High Risk
Rakib Hasan,3rd Year - Sem 2,1,3,6,5,17,0.0,31,High Risk
Nadia Islam,4th Year - Sem 2,22,9,18,40,53,4.0,120,Safe
Karim Uddin,3rd Year - Sem 2,12,1,4,8,30,0.0,43,High Risk
Shibay Yadav,1st Year - Sem 2,16,8,11,30,31,3.0,80,Safe
Nadia Islam,2nd Year - Sem 2,21,9,19,32,47,4.0,107,Safe
Ahad Ali,4th Year - Sem 2,17,6,10,25,33,2.75,74,Medium Risk
Ahad Ali,3rd Year - Sem 2,13,8,11,22,45,3.25,86,Safe
Tashin Tuhin,4th Year - Sem 1,22,9,19,32,55,4.0,115,Safe
Karim Uddin,4th Year - Sem 1,24,9,17,40,49,4.0,115,Safe
Nadia Islam,3rd Year - Sem 1,16,5,14,24,35,3.0,78,Safe
Shibay Yadav,4th Year - Sem 2,1,5,0,20,6,0.0,31,High Risk
Nadia Islam,1st Year - Sem 1,13,8,10,22,34,2.75,74,Medium Risk
Nadia Islam,3rd Year - Sem 2,12,6,12,21,45,3.0,84,Safe
Shibay Yadav,1st Year - Sem 1,0,0,3,20,27,0.0,50,High Risk
Tashin Tuhin,3rd Year - Sem 1,22,8,16,35,45,4.0,104,Safe
Nadia Islam,2nd Year - Sem 2,24,9,20,33,46,4.0,108,Safe
Ahad Ali,3rd Year - Sem 2,20,5,15,30,40,3.25,90,Safe
Rakib Hasan,4th Year - Sem 1,17,8,10,25,38,3.0,81,Safe
Shibay Yadav,2nd Year - Sem 1,12,5,13,26,39,3.0,83,Safe
Ahad Ali,3rd Year - Sem 2,14,8,15,21,33,2.75,77,Medium Risk
Karim Uddin,4th Year - Sem 2,11,3,3,20,11,0.0,37,High Risk
Nadia Islam,3rd Year - Sem 2,9,3,9,4,19,0.0,35,High Risk
Tashin Tuhin,3rd Year - Sem 1,21,8,16,36,59,4.0,119,Safe
Karim Uddin,2nd Year - Sem 2,23,10,15,30,59,4.0,114,Safe
Ahad Ali,4th Year - Sem 2,18,7,10,25,35,2.75,77,Medium Risk
Nadia Islam,1st Year - Sem 1,16,6,14,30,40,3.25,90,Safe
Ahad Ali,1st Year - Sem 1,17,5,11,29,35,3.0,80,Safe
Ahad Ali,2nd Year - Sem 2,5,1,4,19,20,0.0,44,High Risk
Nadia Islam,1st Year - Sem 2,16,5,10,28,34,2.75,77,Medium Risk
Rakib Hasan,3rd Year - Sem 2,8,2,6,8,14,0.0,30,High Risk
Tashin Tuhin,1st Year - Sem 1,5,1,5,8,14,0.0,28,High Risk
Karim Uddin,3rd Year - Sem 1,23,8,18,34,47,4.0,107,Safe
Rakib Hasan,4th Year - Sem 1,22,8,16,37,54,4.0,115,Safe
Nadia Islam,4th Year - Sem 2,16,5,12,27,45,3.25,89,Safe
Rakib Hasan,1st Year - Sem 1,21,9,20,33,55,4.0,117,Safe
Shibay Yadav,2nd Year - Sem 2,20,8,19,38,53,4.0,118,Safe
Karim Uddin,4th Year - Sem 2,20,8,17,30,48,3.75,103,Safe
Nadia Islam,2nd Year - Sem 1,21,10,17,34,49,4.0,110,Safe
Nadia Islam,1st Year - Sem 1,24,9,19,39,51,4.0,118,Safe
Rakib Hasan,3rd Year - Sem 2,6,0,8,15,21,0.0,44,High Risk
Nadia Islam,3rd Year - Sem 1,11,2,3,12,12,0.0,29,High Risk
Karim Uddin,1st Year - Sem 2,19,6,12,28,37,3.0,83,Safe
Ahad Ali,4th Year - Sem 1,21,9,16,37,46,4.0,108,Safe
Tashin Tuhin,2nd Year - Sem 1,19,8,12,30,31,3.0,81,Safe
Shibay Yadav,3rd Year - Sem 1,22,10,20,36,57,4.0,123,Safe
Nadia Islam,2nd Year - Sem 1,24,10,17,30,54,4.0,111,Safe
Karim Uddin,4th Year - Sem 2,20,9,19,30,45,3.75,103,Safe
Karim Uddin,3rd Year - Sem 1,22,9,18,36,59,4.0,122,Safe
Ahad Ali,2nd Year - Sem 1,13,5,12,23,45,3.25,85,Safe
Ahad Ali,4th Year - Sem 1,15,7,15,24,31,2.75,77,Medium Risk
Rakib Hasan,1st Year - Sem 2,19,5,14,29,33,3.0,81,Safe
Ahad Ali,4th Year - Sem 2,20,10,19,33,50,4.0,112,Safe
Tashin Tuhin,1st Year - Sem 1,11,5,8,9,21,0.0,43,High Risk
Tashin Tuhin,1st Year - Sem 2,23,10,15,36,46,4.0,107,Safe
Shibay Yadav,4th Year - Sem 1,14,6,13,28,42,3.25,89,Safe
Shibay Yadav,1st Year - Sem 2,19,5,13,30,45,3.5,93,Safe
Rakib Hasan,1st Year - Sem 2,11,1,3,9,3,0.0,16,High Risk
Ahad Ali,4th Year - Sem 1,17,6,13,21,44,3.0,84,Safe
Rakib Hasan,4th Year - Sem 2,21,9,19,32,55,4.0,115,Safe
Karim Uddin,4th Year - Sem 1,12,8,10,24,38,3.0,80,Safe
Tashin Tuhin,1st Year - Sem 1,6,0,3,2,1,0.0,6,High Risk
Nadia Islam,2nd Year - Sem 2,24,9,16,32,53,4.0,110,Safe
Shibay Yadav,3rd Year - Sem 2,13,7,12,29,30,3.0,78,Safe
Rakib Hasan,3rd Year - Sem 2,15,7,13,27,35,3.0,82,Safe
Shibay Yadav,1st Year - Sem 1,13,5,14,30,35,3.0,84,Safe
Shibay Yadav,2nd Year - Sem 1,17,6,13,22,34,2.75,75,Medium Risk
Tashin Tuhin,1st Year - Sem 2,15,8,12,21,35,2.75,76,Medium Risk
Ahad Ali,2nd Year - Sem 2,22,9,17,34,54,4.0,114,Safe
Karim Uddin,1st Year - Sem 2,23,9,19,35,49,4.0,112,Safe
Rakib Hasan,2nd Year - Sem 2,15,7,12,24,38,3.0,81,Safe
Rakib Hasan,1st Year - Sem 1,13,7,12,21,44,3.0,84,Safe
Tashin Tuhin,3rd Year - Sem 2,20,6,14,30,40,3.25,90,Safe
Rakib Hasan,3rd Year - Sem 1,20,9,17,34,59,4.0,119,Safe
Shibay Yadav,2nd Year - Sem 2,7,1,9,13,10,0.0,33,High Risk
Ahad Ali,2nd Year - Sem 2,23,8,15,36,48,4.0,107,Safe
Shibay Yadav,3rd Year - Sem 2,12,5,10,30,39,3.0,84,Safe
Rakib Hasan,1st Year - Sem 2,5,1,1,9,6,0.0,17,High Risk
Ahad Ali,1st Year - Sem 2,23,9,20,33,54,4.0,116,Safe
Nadia Islam,3rd Year - Sem 2,15,6,12,25,35,3.0,78,Safe
Karim Uddin,4th Year - Sem 1,8,0,10,6,11,0.0,27,High Risk
Rakib Hasan,1st Year - Sem 1,19,8,10,29,33,3.0,80,Safe
Nadia Islam,1st Year - Sem 1,9,2,2,16,5,0.0,25,High Risk
Shibay Yadav,4th Year - Sem 1,15,6,11,21,43,3.0,81,Safe
Rakib Hasan,4th Year - Sem 1,18,5,14,26,41,3.25,86,Safe
Karim Uddin,2nd Year - Sem 1,1,4,2,1,3,0.0,10,High Risk
Shibay Yadav,4th Year - Sem 2,23,8,16,37,58,4.0,119,Safe
Ahad Ali,2nd Year - Sem 1,22,9,19,33,50,4.0,111,Safe
Karim Uddin,3rd Year - Sem 1,22,8,17,32,45,3.75,102,Safe
Shibay Yadav,2nd Year - Sem 1,20,10,17,39,51,4.0,117,Safe
Shibay Yadav,3rd Year - Sem 2,22,10,20,30,50,4.0,110,Safe
Tashin Tuhin,2nd Year - Sem 1,2,3,1,7,29,0.0,40,High Risk
Ahad Ali,2nd Year - Sem 1,21,10,18,35,45,4.0,108,Safe
Ahad Ali,1st Year - Sem 1,22,10,16,34,51,4.0,111,Safe
Shibay Yadav,2nd Year - Sem 1,23,8,17,38,50,4.0,113,Safe
Shibay Yadav,2nd Year - Sem 2,23,9,19,33,45,4.0,106,Safe
Rakib Hasan,4th Year - Sem 2,22,10,16,33,53,4.0,112,Safe
Shibay Yadav,4th Year - Sem 2,10,0,2,11,28,0.0,41,High Risk
Shibay Yadav,1st Year - Sem 1,5,4,9,20,11,0.0,44,High Risk
Rakib Hasan,1st Year - Sem 2,6,1,7,11,30,0.0,49,High Risk
Rakib Hasan,4th Year - Sem 2,12,1,6,1,8,0.0,16,High Risk
Shibay Yadav,2nd Year - Sem 2,19,5,13,26,43,3.25,87,Safe
Karim Uddin,1st Year - Sem 1,12,6,13,26,34,3.0,79,Safe
Nadia Islam,1st Year - Sem 2,21,10,18,31,55,4.0,114,Safe
Karim Uddin,3rd Year - Sem 1,12,0,4,4,13,0.0,21,High Risk
Rakib Hasan,4th Year - Sem 1,21,8,17,32,59,4.0,116,Safe
Rakib Hasan,2nd Year - Sem 2,21,9,19,30,51,4.0,109,Safe
Nadia Islam,1st Year - Sem 1,6,5,1,8,3,0.0,17,High Risk
Shibay Yadav,1st Year - Sem 2,19,8,11,29,35,3.0,83,Safe
Shibay Yadav,3rd Year - Sem 2,20,9,19,39,60,4.0,127,Safe
Nadia Islam,4th Year - Sem 2,16,7,15,21,35,3.0,78,Safe
Nadia Islam,3rd Year - Sem 2,21,9,16,37,52,4.0,114,Safe
Shibay Yadav,2nd Year - Sem 1,11,0,7,17,1,0.0,25,High Risk
Shibay Yadav,1st Year - Sem 2,21,9,20,34,59,4.0,122,Safe
Rakib Hasan,2nd Year - Sem 2,19,7,13,26,38,3.0,84,Safe
Nadia Islam,3rd Year - Sem 2,18,6,14,23,30,2.75,73,Medium Risk
Karim Uddin,1st Year - Sem 2,3,0,3,20,16,0.0,39,High Risk
Ahad Ali,1st Year - Sem 2,20,8,16,39,59,4.0,122,Safe
Shibay Yadav,1st Year - Sem 1,18,6,12,25,43,3.25,86,Safe
Rakib Hasan,2nd Year - Sem 1,20,8,19,36,57,4.0,120,Safe
Shibay Yadav,2nd Year - Sem 2,3,2,6,5,7,0.0,20,High Risk
Tashin Tuhin,1st Year - Sem 1,12,1,8,8,22,0.0,39,High Risk
Rakib Hasan,3rd Year - Sem 1,5,5,4,5,9,0.0,23,High Risk
Karim Uddin,2nd Year - Sem 2,22,9,19,35,56,4.0,119,Safe
Karim Uddin,1st Year - Sem 1,20,9,16,39,49,4.0,113,Safe
Nadia Islam,1st Year - Sem 2,23,9,16,36,54,4.0,115,Safe
Tashin Tuhin,2nd Year - Sem 2,23,8,19,33,46,4.0,106,Safe
Ahad Ali,4th Year - Sem 1,20,8,16,31,45,3.75,100,Safe
Ahad Ali,4th Year - Sem 2,12,6,11,26,42,3.25,85,Safe
Karim Uddin,2nd Year - Sem 2,23,9,20,39,49,4.0,117,Safe
Nadia Islam,1st Year - Sem 2,13,7,15,28,32,3.0,82,Safe
Rakib Hasan,1st Year - Sem 1,24,8,17,31,54,4.0,110,Safe
Rakib Hasan,1st Year - Sem 1,20,5,13,29,39,3.25,86,Safe
Rakib Hasan,4th Year - Sem 1,24,8,19,32,45,4.0,104,Safe
Tashin Tuhin,1st Year - Sem 1,12,5,12,28,45,3.25,90,Safe
Ahad Ali,1st Year - Sem 2,10,0,8,14,2,0.0,24,High Risk
Karim Uddin,4th Year - Sem 2,19,6,15,26,36,3.0,83,Safe
Rakib Hasan,4th Year - Sem 1,0,1,9,17,0,0.0,27,High Risk
Shibay Yadav,4th Year - Sem 1,4,3,10,19,8,0.0,40,High Risk
Karim Uddin,3rd Year - Sem 2,16,5,12,23,42,3.0,82,Safe
Rakib Hasan,4th Year - Sem 2,20,9,18,35,48,4.0,110,Safe
Karim Uddin,3rd Year - Sem 1,24,9,15,39,56,4.0,119,Safe
Shibay Yadav,3rd Year - Sem 2,15,7,10,30,39,3.25,86,Safe
Rakib Hasan,1st Year - Sem 1,18,6,15,29,44,3.5,94,Safe
Tashin Tuhin,1st Year - Sem 1,15,8,15,20,45,3.25,88,Safe
Karim Uddin,3rd Year - Sem 1,5,5,2,2,6,0.0,15,High Risk
Nadia Islam,1st Year - Sem 2,11,1,7,5,18,0.0,31,High Risk
Tashin Tuhin,3rd Year - Sem 1,13,8,14,23,36,3.0,81,Safe
Nadia Islam,3rd Year - Sem 2,23,9,20,34,52,4.0,115,Safe
Shibay Yadav,4th Year - Sem 2,24,9,20,37,58,4.0,124,Safe
Tashin Tuhin,3rd Year - Sem 2,16,8,14,21,30,2.75,73,Medium Risk
Tashin Tuhin,2nd Year - Sem 1,0,4,6,5,21,0.0,36,High Risk
Rakib Hasan,3rd Year - Sem 1,24,9,16,36,51,4.0,112,Safe
Karim Uddin,4th Year - Sem 1,13,6,12,30,37,3.25,85,Safe
Rakib Hasan,2nd Year - Sem 2,20,8,19,31,46,4.0,104,Safe
Ahad Ali,2nd Year - Sem 2,21,8,18,38,45,4.0,109,Safe
Ahad Ali,3rd Year - Sem 1,21,10,19,35,57,4.0,121,Safe
Shibay Yadav,4th Year - Sem 2,11,5,6,13,23,0.0,47,High Risk
Rakib Hasan,4th Year - Sem 1,23,9,16,39,45,4.0,109,Safe
Nadia Islam,4th Year - Sem 1,24,10,15,32,52,4.0,109,Safe
Ahad Ali,1st Year - Sem 1,3,3,6,10,4,0.0,23,High Risk
Ahad Ali,3rd Year - Sem 2,24,8,19,40,46,4.0,113,Safe
Shibay Yadav,3rd Year - Sem 1,20,9,19,38,57,4.0,123,Safe
Shibay Yadav,4th Year - Sem 1,20,5,15,21,34,2.75,75,Medium Risk
Ahad Ali,2nd Year - Sem 2,20,10,19,40,47,4.0,116,Safe
Tashin Tuhin,1st Year - Sem 1,12,5,14,28,37,3.0,84,Safe
Shibay Yadav,1st Year - Sem 2,16,6,12,23,39,3.0,80,Safe
Nadia Islam,4th Year - Sem 2,16,8,15,20,34,2.75,77,Medium Risk
Karim Uddin,2nd Year - Sem 2,24,9,15,33,47,4.0,104,Safe
Nadia Islam,4th Year - Sem 1,22,8,16,37,46,4.0,107,Safe
Tashin Tuhin,1st Year - Sem 1,13,8,13,29,36,3.25,86,Safe
Nadia Islam,4th Year - Sem 1,20,8,19,35,53,4.0,115,Safe
Ahad Ali,3rd Year - Sem 1,21,8,20,39,46,4.0,113,Safe
Rakib Hasan,2nd Year - Sem 2,18,7,13,26,35,3.0,81,Safe
Tashin Tuhin,3rd Year - Sem 1,14,6,10,26,31,2.75,73,Medium Risk
Karim Uddin,3rd Year - Sem 1,21,10,18,33,59,4.0,120,Safe
Nadia Islam,3rd Year - Sem 2,21,9,17,39,55,4.0,120,Safe
Karim Uddin,4th Year - Sem 2,24,9,16,32,49,4.0,106,Safe
Ahad Ali,1st Year - Sem 1,19,6,13,21,30,2.5,70,Medium Risk
Tashin Tuhin,3rd Year - Sem 2,6,0,3,6,16,0.0,25,High Risk
Nadia Islam,4th Year - Sem 2,12,8,14,22,37,3.0,81,Safe
Nadia Islam,4th Year - Sem 2,18,6,13,21,40,3.0,80,Safe
Nadia Islam,2nd Year - Sem 2,15,6,13,25,38,3.0,82,Safe
Nadia Islam,2nd Year - Sem 1,13,8,11,27,33,3.0,79,Safe
Shibay Yadav,4th Year - Sem 2,1,3,2,12,20,0.0,37,High Risk
Ahad Ali,3rd Year - Sem 2,24,8,15,32,59,4.0,114,Safe
Rakib Hasan,4th Year - Sem 2,12,5,11,26,34,2.75,76,Medium Risk
Ahad Ali,4th Year - Sem 2,13,8,12,20,41,3.0,81,Safe
Shibay Yadav,2nd Year - Sem 1,7,4,4,3,7,0.0,18,High Risk
Tashin Tuhin,3rd Year - Sem 2,23,8,15,33,49,4.0,105,Safe
Rakib Hasan,4th Year - Sem 1,22,9,18,38,56,4.0,121,Safe
Ahad Ali,2nd Year - Sem 1,12,8,13,22,31,2.75,74,Medium Risk
Nadia Islam,4th Year - Sem 1,17,6,13,27,45,3.5,91,Safe
Tashin Tuhin,3rd Year - Sem 2,21,9,16,40,54,4.0,119,Safe
Nadia Islam,3rd Year - Sem 2,21,10,16,37,58,4.0,121,Safe
Karim Uddin,4th Year - Sem 1,21,8,18,33,48,4.0,107,Safe
Ahad Ali,3rd Year - Sem 1,23,10,19,39,50,4.0,118,Safe
Karim Uddin,4th Year - Sem 2,23,8,15,39,53,4.0,115,Safe
Karim Uddin,2nd Year - Sem 2,21,10,15,35,53,4.0,113,Safe
Tashin Tuhin,2nd Year - Sem 2,13,6,12,28,39,3.25,85,Safe
Karim Uddin,1st Year - Sem 2,23,9,18,40,48,4.0,115,Safe
Nadia Islam,1st Year - Sem 2,16,8,11,23,38,3.0,80,Safe
Nadia Islam,2nd Year - Sem 2,13,6,15,22,38,3.0,81,Safe
Rakib Hasan,4th Year - Sem 2,21,8,17,31,54,4.0,110,Safe
Nadia Islam,1st Year - Sem 1,22,8,15,30,52,4.0,105,Safe
Ahad Ali,4th Year - Sem 2,13,8,11,27,33,3.0,79,Safe
Ahad Ali,1st Year - Sem 1,16,5,13,21,41,3.0,80,Safe
Rakib Hasan,2nd Year - Sem 2,16,5,10,26,39,3.0,80,Safe
Shibay Yadav,1st Year - Sem 1,24,9,17,35,50,4.0,111,Safe
Ahad Ali,3rd Year - Sem 1,15,5,13,22,32,2.75,72,Medium Risk
Karim Uddin,1st Year - Sem 1,20,8,17,31,53,4.0,109,Safe
Ahad Ali,1st Year - Sem 1,20,9,20,35,45,4.0,109,Safe
Nadia Islam,4th Year - Sem 1,23,10,15,40,45,4.0,110,Safe
Tashin Tuhin,1st Year - Sem 2,23,10,17,39,60,4.0,126,Safe
Ahad Ali,4th Year - Sem 2,16,6,11,23,35,2.75,75,Medium Risk
Shibay Yadav,2nd Year - Sem 1,14,6,10,30,33,3.0,79,Safe
Karim Uddin,2nd Year - Sem 2,7,0,6,7,9,0.0,22,High Risk
Rakib Hasan,2nd Year - Sem 2,23,10,20,35,51,4.0,116,Safe
Shibay Yadav,4th Year - Sem 2,23,8,18,30,50,4.0,106,Safe
Nadia Islam,3rd Year - Sem 1,22,9,20,32,52,4.0,113,Safe
Nadia Islam,1st Year - Sem 2,7,5,8,11,25,0.0,49,High Risk
Karim Uddin,2nd Year - Sem 1,18,5,14,29,40,3.25,88,Safe
Tashin Tuhin,1st Year - Sem 1,24,10,15,32,52,4.0,109,Safe
Rakib Hasan,4th Year - Sem 2,20,9,20,30,60,4.0,119,Safe
Nadia Islam,2nd Year - Sem 2,15,6,15,26,38,3.25,85,Safe
Tashin Tuhin,3rd Year - Sem 2,23,9,20,31,50,4.0,110,Safe
Ahad Ali,4th Year - Sem 1,22,8,19,34,57,4.0,118,Safe
Ahad Ali,4th Year - Sem 1,22,10,20,40,47,4.0,117,Safe
Ahad Ali,3rd Year - Sem 1,8,3,5,13,21,0.0,42,High Risk
Karim Uddin,1st Year - Sem 1,1,1,6,19,27,2.0,53,High Risk
Rakib Hasan,3rd Year - Sem 2,24,10,18,33,54,4.0,115,Safe
Karim Uddin,1st Year - Sem 1,21,10,17,40,47,4.0,114,Safe
Shibay Yadav,4th Year - Sem 1,24,9,15,31,53,4.0,108,Safe
Rakib Hasan,2nd Year - Sem 2,22,9,19,38,47,4.0,113,Safe
Karim Uddin,2nd Year - Sem 1,16,6,12,28,31,2.75,77,Medium Risk
Shibay Yadav,4th Year - Sem 1,2,2,4,11,21,0.0,38,High Risk
Nadia Islam,3rd Year - Sem 2,22,9,17,31,57,4.0,114,Safe
Nadia Islam,3rd Year - Sem 1,20,5,13,24,39,3.0,81,Safe
Karim Uddin,1st Year - Sem 2,2,2,3,4,29,0.0,38,High Risk
Shibay Yadav,1st Year - Sem 1,22,9,16,34,46,4.0,105,Safe
Ahad Ali,4th Year - Sem 1,15,6,12,28,38,3.0,84,Safe
Ahad Ali,4th Year - Sem 2,24,9,18,38,59,4.0,124,Safe
Shibay Yadav,2nd Year - Sem 1,12,0,5,0,9,0.0,14,High Risk
Ahad Ali,4th Year - Sem 1,9,0,0,15,1,0.0,16,High Risk
Shibay Yadav,3rd Year - Sem 2,12,6,10,27,35,3.0,78,Safe
Tashin Tuhin,4th Year - Sem 1,20,9,18,30,46,3.75,103,Safe
Ahad Ali,1st Year - Sem 1,12,6,14,27,31,3.0,78,Safe
Shibay Yadav,3rd Year - Sem 2,11,0,7,0,21,0.0,28,High Risk
Ahad Ali,2nd Year - Sem 1,22,10,15,30,50,4.0,105,Safe
Ahad Ali,4th Year - Sem 1,24,8,15,33,45,3.75,101,Safe
Nadia Islam,4th Year - Sem 2,23,10,16,38,45,4.0,109,Safe
Karim Uddin,2nd Year - Sem 2,22,8,17,31,57,4.0,113,Safe
Karim Uddin,2nd Year - Sem 1,23,9,15,33,58,4.0,115,Safe
Karim Uddin,2nd Year - Sem 2,23,10,17,40,47,4.0,114,Safe
Ahad Ali,3rd Year - Sem 1,16,8,12,25,33,3.0,78,Safe
Shibay Yadav,4th Year - Sem 1,23,10,18,37,59,4.0,124,Safe
Rakib Hasan,1st Year - Sem 2,12,8,11,26,35,3.0,80,Safe
Rakib Hasan,1st Year - Sem 1,13,5,15,21,44,3.25,85,Safe
Rakib Hasan,3rd Year - Sem 1,20,8,17,33,56,4.0,114,Safe
Nadia Islam,3rd Year - Sem 2,24,10,20,31,52,4.0,113,Safe
Tashin Tuhin,1st Year - Sem 1,3,1,1,0,20,0.0,22,High Risk
Shibay Yadav,4th Year - Sem 1,12,8,13,26,30,2.75,77,Medium Risk
Karim Uddin,4th Year - Sem 1,5,2,9,6,7,0.0,24,High Risk
Tashin Tuhin,4th Year - Sem 2,21,9,18,40,52,4.0,119,Safe
Nadia Islam,4th Year - Sem 1,9,4,1,7,15,0.0,27,High Risk
Nadia Islam,1st Year - Sem 1,3,2,10,20,2,0.0,34,High Risk
Tashin Tuhin,4th Year - Sem 1,15,8,11,25,41,3.25,85,Safe
Ahad Ali,2nd Year - Sem 1,0,1,3,8,29,0.0,41,High Risk
Rakib Hasan,2nd Year - Sem 2,21,8,18,34,59,4.0,119,Safe
Nadia Islam,3rd Year - Sem 1,4,2,7,3,5,0.0,17,High Risk
Karim Uddin,4th Year - Sem 1,24,8,20,30,58,4.0,116,Safe
Shibay Yadav,4th Year - Sem 2,6,0,3,15,23,0.0,41,High Risk
Rakib Hasan,3rd Year - Sem 1,24,8,19,39,59,4.0,125,Safe
Ahad Ali,3rd Year - Sem 2,17,8,15,29,34,3.25,86,Safe
Karim Uddin,2nd Year - Sem 2,20,8,19,31,51,4.0,109,Safe
Ahad Ali,1st Year - Sem 1,22,8,19,40,45,4.0,112,Safe
Rakib Hasan,2nd Year - Sem 2,20,8,17,32,55,4.0,112,Safe
Shibay Yadav,2nd Year - Sem 2,1,3,6,20,17,0.0,46,High Risk
Nadia Islam,4th Year - Sem 1,7,4,4,1,16,0.0,25,High Risk
Tashin Tuhin,3rd Year - Sem 2,18,5,11,24,37,2.75,77,Medium Risk
Tashin Tuhin,4th Year - Sem 2,13,7,12,26,35,3.0,80,Safe
Nadia Islam,4th Year - Sem 1,11,0,4,14,6,0.0,24,High Risk
Tashin Tuhin,2nd Year - Sem 1,20,7,11,20,44,3.0,82,Safe
Shibay Yadav,3rd Year - Sem 1,23,10,15,40,45,4.0,110,Safe
Rakib Hasan,3rd Year - Sem 1,14,7,15,25,32,3.0,79,Safe
Nadia Islam,3rd Year - Sem 1,21,8,20,40,59,4.0,127,Safe
Tashin Tuhin,2nd Year - Sem 2,17,7,12,23,32,2.75,74,Medium Risk
Ahad Ali,1st Year - Sem 1,6,5,10,9,28,2.0,52,High Risk
Nadia Islam,1st Year - Sem 1,0,4,2,15,26,0.0,47,High Risk
Ahad Ali,1st Year - Sem 2,22,9,18,31,55,4.0,113,Safe
Karim Uddin,4th Year - Sem 1,18,6,12,25,34,2.75,77,Medium Risk
Nadia Islam,1st Year - Sem 2,4,1,9,12,28,0.0,50,High Risk
Nadia Islam,1st Year - Sem 2,7,0,1,18,12,0.0,31,High Risk
Rakib Hasan,3rd Year - Sem 1,10,0,3,13,4,0.0,20,High Risk
Tashin Tuhin,2nd Year - Sem 2,20,10,19,40,54,4.0,123,Safe
Rakib Hasan,2nd Year - Sem 2,4,3,8,17,8,0.0,36,High Risk
Shibay Yadav,1st Year - Sem 1,24,9,16,34,49,4.0,108,Safe
